id,Hollingshead_SES_t1,age,gender,ethnicity_categorical,site,gnf.1,gnf.3,gnf.5,gnf.7,gnf.9,gnf.11,gnf.13,gnf.15,neur_t1,neur_t3,neur_t5,neur_t7,neur_t9,neur_t11,neur_t13,neur_t15,extra_t1,extra_t3,extra_t5,extra_t7,extra_t9,extra_t11,extra_t13,extra_t15,consc_t1,consc_t3,consc_t5,consc_t7,consc_t9,consc_t11,consc_t13,consc_t15,agree_t1,agree_t3,agree_t5,agree_t7,agree_t9,agree_t11,agree_t13,agree_t15,open_t1,open_t3,open_t5,open_t7,open_t9,open_t11,open_t13,open_t15,cs_sum_t1,cs_sum_t3,cs_sum_t5,cs_sum_t7,cs_sum_t9,cs_sum_t11,cs_sum_t13,cs_sum_t15,ddad_csrtot_cur_t1,ddad_csrtot_cur_t3,ddad_csrtot_cur_t5,ddad_csrtot_cur_t7,ddad_csrtot_cur_t9,ddad_csrtot_cur_t11,ddad_csrtot_cur_t13,ddad_csrtot_cur_t15,ddad_csrtot_past_t3,ddad_csrtot_past_t5,ddad_csrtot_past_t7,ddad_csrtot_past_t9,ddad_csrtot_past_t11,ddad_csrtot_past_t13,ddad_csrtot_past_t15,Zcs_sum_t1,Zcs_sum_t3,Zcs_sum_t5,Zcs_sum_t7,Zcs_sum_t9,Zcs_sum_t11,Zcs_sum_t13,Zcs_sum_t15,Zddad_csrtot_cur_t1,ddad_cp_z3,ddad_cp_z5,ddad_cp_z7,ddad_cp_z9,ddad_cp_z11,ddad_cp_z13,ddad_cp_z15,es_sum_t1,es_sum_t3,es_sum_t5,es_sum_t7,es_sum_t9,es_sum_t11,es_sum_t13,es_sum_t15,Zes_sum_t1,Zes_sum_t3,Zes_sum_t5,Zes_sum_t7,Zes_sum_t9,Zes_sum_t11,Zes_sum_t13,Zes_sum_t15,cses_1,cses_3,cses_5,cses_7,cses_9,cses_13,cses_15
11564,38.5,16,2,8,2,-.784, , , ,1.564, , , ,4.625, , , ,6.75, , , ,7, , , ,5.875, , , ,6.28571428571429, , , ,5.5, , , ,7.375, , , ,7.5, , , ,6.875, , , ,8.125, , , ,20, , , ,24.5, , , ,2, , , ,6, , , , , , ,7, , , ,-.725951247411357, , , ,.541574867649274, , , ,-.325293621427806, , , ,3.32981367735691, , , ,3.5, , , ,5, , , ,-.687853089269271, , , ,-.367140326119804, , , ,1.38702437629432, , , ,2.77078743382464, , 
11567,61,16,2,4,2,1.202,.726,.564,.938,.623,.379,.449,.784,6.875,6.875,6.375,7.25,4.875,4.75,4.57142857142857,4.125,5.5,5.875,6.375,6.375,4.625,5.25,4.125,4.25,3.28571428571429,3.85714285714286,3,2.28571428571429,2.42857142857143,4.5,3.42857142857143,3.5,3.875,4.375,4.625,6,6.375,6.625,5.5,6.25,9,8.75,7.75,8.125,8.375,8.25,8,8.14285714285714,25,22,19,22.5,20.5,21.5,22,23,5,1,1,1,0,0,0,1,0,0,0,0,1,0,0,.681717658859414,.0251519442277943,-1.04097319681574,.109753148477067,-.603340012499402,-.363733351974048,-.38407338136095,-.0982840078491994,.519428854695918,-.261614184551478,-.231341804146066,-.215070490154857,-.442828293814146,-.107457416304078,-.433145822630003,-.259239045159853,4.5,7,6,10,3.5,7.5,8,3,-.482068785554364,.280145767911226,-.0906166263457966,.723632714573002,-.679141361625332,.111039987666924,.149191305396053,-.972503275033622,2.59085882942971,3.56813332401298,2.47951340159213,5.05487657423853,1.4483299937503,3.80796330931952,1.4508579960754
11572,54.5,16,2,4,2,-.019,-.138,.201,.089,.16,.068,-.128,.32,5.5,3.25,4.75,5.375,5.875,4.875,4.125,5.125,6.25,6.875,7.25,6.25,6.125,6.125,6,6.375,7,7,6.875,7,7.28571428571429,6.375,6.625,7,7.25,7,8.125,7.75,7.75,6.875,7.25,7.625,6.625,6.125,6.625,7,7.25,6.375,6.375,6.375,20,16,19.5,20,19,19.5,18.5,21,4,0,1,2,1,1,0,4,0,0,0,0,0,0,8,-.725951247411357,-1.81093998440076,-.884182587467147,-.65208199499772,-1.03268309255516,-.982121057472199,-1.56829964055722,-.777703713391345,.23785469598801,-.485466294394414,-.231341804146066,.0421649560319236,-.217688284197256,-.273598395089844,-.433145822630003,2.9314555423815,6,7.5,3,2,0,3,7,9,-.173392329982004,.398501925672171,-.754353993346178,-.815179710446487,-1.4071437778049,-.724345108017937,-.0619015550113644,.26016984817781,2.63702437629432,1.0089394712639,1.05790870626643,.67395900250114,-.516341546277578,2.71585017972139,4.11114814330433
11575,58.5,16,2,3,2,1.218,1.313,.857,1.557, ,1.256, ,1.169,6.875,4.625,5.5,7.125, ,6.125, ,6.25,4.875,6.625,5.75,5.5, ,7.75, ,4.875,2.57142857142857,4.42857142857143,4.625,3.85714285714286, ,5.375, ,5.125,7.875,7.66666666666667,7.625,5.875, ,7.75, ,6.25,8.375,7.25,7.625,6.625, ,7.75, ,6.125,25.5,23.5,21,22,26,25,25,25.5,9,5,5,5,3,1,2,10,0,0,0,4,0,0,0,.822484549486492,.484174926384933,-.413810759421361,-.0426138802178904,.970917947705027,.718445132647715,.630977697950135,.750990624078482,1.64572548952755,.633794254820266,.65782636728731,.813871294592267,1.6164785427335,-.273598395089844,-.0877558288755843,1.20162740224139,5.5,5.5,4.5,11,4.5,13.5,6.5,5,-.276284481839457,-.0749227053716079,-.422485309845987,.915984267700438,-.471140671288314,1.22488678191341,-.167447985215073,-.561612233963145,3.16124227474325,7.10922256632386,2.04309462028932,5.47869305989105,2.73545897385251,3.56548884897507,2.87549531203924
11584,44.5,16,1,8,2,-.419,-.354,-.699,-.443,-.285,.113,.258,.473,2.875,3.625,4.5,5.125,3.875,4.125,3.75,5,7,7.5,7.5,6.28571428571429,7.125,6.125,6.75,5.75,6.57142857142857,6.28571428571429,5.85714285714286,5.71428571428571,6,5.375,5.125,5.75,8.375,7.83333333333333,7.625,6.85714285714286,7.125,6.5,7.125,6.875,6.375,6.75,6.75,7,6.75,6.5,6.75,6.5,15,20.5,21.5,21.5,22,22.5,22,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-2.13362015368213,-.433871037929345,-.257020150072765,-.194980908912848,-.173996932443648,-.0545394992249731,-.38407338136095,.071570918536337,-.888441938843621,-.485466294394414,-.45363384700441,-.472305936341638,-.442828293814146,-.424035247982286,.662352251159023,-.421557539315547,0,10.5,8,9,9,4,10,10.5,-1.40809815227144,1.10863887223784,.351874951654458,.531281161445565,.464862435228271,-.538703975643523,.571377026210888,.568338128980668,-1.06681007684106,1.97273025038751,3.87148992496362,4.40250954554358,4.41300153377818,4.80796330931952,5.28578545926817
12006,39,16,2,1,2,.484,.908,-.428,.082,.288, , , ,4.75,5.57142857142857,5,5.75,5.5, , , ,4.42857142857143,5.85714285714286,5.125,5.75,5.625, , , ,5.57142857142857,6.42857142857143,5.57142857142857,5.71428571428571,6.25, , , ,6.625,6.28571428571429,6.125,6.625,6.75, , , ,7.875,6.5,6.875,7,7.25, , , ,26.5,24,21,23,23.5,21.5, , ,0,0,0,0,0,5, , ,0,0,0,1,0, , ,1.10401833074065,.63718258710398,-.413810759421361,.262120177172024,.255346147612105,-.363733351974048, , ,-.888441938843621,-.485466294394414,-.45363384700441,-.472305936341638,-.0968565918899001,.328149016479925, , ,9.5,4.5,5,11,5.5,5, , ,.54685273302017,-.311635020893497,-.311862415345924,.915984267700438,-.263139980951295,-.35306284326911, , ,5.30200916537032,2.31813332401298,2.29309462028932,5.63106008858601,2.87767307380605, , 
12024,37,16,2,8,2,.506,.53,-.335,-.464,-.422,-.795,.21,-.109,5.625, ,4.625,3.25,2.875,2.625,3.375,2.28571428571429,5.5, ,6.75,7.375,7.25,7,5.625,6.5,6.57142857142857, ,6.57142857142857,6.57142857142857,7,6.25,7,7.25,7.625, ,8.25,8.375,8.5,8.625,8,8.25,7.25, ,7.625,7.875,7.5,7.16666666666667,7.125,7.375,23.5,27.5,26,24,27,22.5,22,27,1,6,2,2,1,3,3,0,0,0,0,0,0,0,0,.259416986978183,1.7082362121373,1.15409533406459,.566854234561939,1.2571466677422,-.0545394992249731,-.38407338136095,1.26055540323509,-.606867780135713,.857646364663202,-.0090497612877217,.0421649560319236,-.217688284197256,.0272753106950407,.0849391680016252,-.421557539315547,7,7.5,19.5,15.5,7.5,9,15,10,.0323919737329029,.398501925672171,2.89620152515592,1.7815662567739,.152861399722742,.389501686228545,1.62684132824798,.465615368713049,3.62970849348909,4.47273025038751,10.3270476670323,8.03342711728097,4.3785733338711,7.30796330931952,5.63027770161755
12031,57,16,2,4,2,-.056, ,.53,1.07,.893,.827,.158,.779,3.75, ,4.5,5.5,5.625,6.25,3.625,5.375,4.375, ,4.125,4.125,4.125,4.125,4.75,4,7.71428571428571, ,7.57142857142857,8,7.875,8.25,8.125,8.28571428571429,8.25, ,7.75,7.25,8,7.75,7.875,8,7.125, ,6.875,6.625,6.25,6.5,6.625,6.625,22.5, ,24.5,22.5,20.5,20,22,24.5,1, ,10,2,2,3,9,8, ,4,0,1,4,3,0,-.022116794275971, ,.683723506018807,.109753148477067,-.603340012499402,-.827524131097661,-.38407338136095,.41128077130741,-.606867780135713, ,3.47391532775917,.0421649560319236,.353423427343878,1.29358663740787,2.21660722305391,.876990413930002,3.5, ,11,10,6,10,12.5,9,-.687853089269271, ,1.01561231865484,.723632714573002,-.159139635782786,.575142818602958,1.09910917722943,.26016984817781,1.73894160286201,4.58623793445117,5.8418617530094,5.05487657423853,2.6983299937503,6.05796330931952,4.70564038565371
12037,48,16,2,8,2,-1.421,-1.6, ,-.196,.009,-.762, ,-.73,2.75,3.5, ,5.625,5.28571428571429,3.375, ,4.375,8,7.25, ,6.5,7.75,7.875, ,8.28571428571429,6.57142857142857,6.71428571428571, ,6.57142857142857,6.75,7.25, ,7.625,8.375,5.875, ,7.125,7.25,7.57142857142857, ,7.875,6.5,6.5, ,6.5,7.625,7.875, ,7.875,20.5,20,23.5,23.5,25,23, ,25,4,1,2,5,2,6, ,5,0,0,0,0,0, ,0,-.585184356784279,-.586878698648391,.370142287321616,.414487205866982,.684689227667858,.100057427149564, ,.581135697692946,.23785469598801,-.261614184551478,-.0090497612877217,.813871294592267,.0074517254196329,.478585869372367, ,.390034931462921,8.5,6,5,13,3.5,8.5, ,11.5,.341068429305263,.0434334523893368,-.311862415345924,1.30068737395531,-.679141361625332,.296681120041338, ,.773783649515907,3.95740782160786,4.30002871357478,2.68507114366081,6.70724360293349,2.09234461383393, ,6.04056784884647
12048,57,16,1,4,2,-1.217, ,-.926,-.97,-.821,-.997,-.97,-.848,2.375, ,3.25,2.75,3.375,3.5,4.875,4.375,5.75, ,3.375,4.5,4.375,5.625,6,6.125,8, ,7.57142857142857,7.57142857142857,7.5,7.875,7.875,7,5.125, ,5.375,4.375,4.625,6.75,5.375,6.625,8.125, ,8.25,7.875,7.875,7.625,8.75,8.125,20,22.5,22,23,22,20,21,22.5,0,4, ,4,6,0,1,0,0, ,4,0,0,0,0,-.725951247411357,.178159604946841,-.10022954072417,.262120177172024,-.173996932443648,-.827524131097661,-.722423741131312,-.268138934234736,-.888441938843621,.40994214497733, ,1.965901756974,.90801176388719,-.424035247982286,-.260450825752794,-.421557539315547,7.5,4.5,1.5,7.5,1.5,3.5,8.5,9.5,.135284125590356,-.311635020893497,-1.08622267684637,.242753831754411,-1.09514274229937,-.63152454183073,.254737735599762,.36289260844543,3.38702437629432,1.33623793445117,.699885229637915,3.88106008858601,.663001533778176,3.88878812943434,4.61593053288263
12059,59.5,16,1,8,2,-.49,-.395,-.454, ,-.938,-1.161, ,-1.345,4.125,4.375,5.875, ,5.25,4.14285714285714, ,4.25,4.5,6,4.25, ,5.75,6.28571428571429, ,6.875,7,7,6.42857142857143, ,7.28571428571429,7.5, ,6.625,6.375,4,6, ,6.875,6.25, ,6.5,6.375,5.375,8, ,8,8.25, ,7.125,20,21.5,27.5,24.5,23.5,24.5,23,22,2,4,0,0,2,4,0,0,0,4,4,0,0,0,1,-.725951247411357,-.127855716491252,1.62446716211038,.719221263256896,.255346147612105,.563848206273177,-.0457230215905888,-.437993860620272,-.325293621427806,.40994214497733,1.25099489917573,.936959972226878,.0074517254196329,.177712163587483,-.433145822630003,-.0835901511812623,4,9,11.5,8.5,8.5,14,1.5,10,-.584960937411818,.753570398955005,1.1262352131549,.435105384881847,.360862090059761,1.31770734810061,-1.22291228725216,.465615368713049,1.63702437629432,7.28192410313659,6.56223358105519,4.60961063162845,4.37767307380605,.727138489204706,4.78100306968986
12062,66,16,2,4,2,.109,.182,.436,.232,.032,.416,.391,-.087,4,5,5.5,5,4.75,4.5,4.5,3.375,5.125,4.875,5.625,7,6.875,7.25,6.875,6.75,6.42857142857143,5.85714285714286,6,5.85714285714286,6.71428571428571,5,5.375,6,8.75,8.4,8.5,8.875,9,8.625,9,8.75,6.625,7,6.75,6.625,7.125,6,6.875,5.125,18,17,20,21,22,22,22,22,4,0,0,0,1,1,0,3,0,0,0,0,0,0,0,-1.28901880991966,-1.50492466296267,-.727391978118551,-.347347937607805,-.173996932443648,-.209136425599511,-.38407338136095,-.437993860620272,.23785469598801,-.485466294394414,-.45363384700441,-.472305936341638,-.217688284197256,-.273598395089844,-.433145822630003,.0653979431515339,10.5,9,6,15,9,19,25.5,16,.752637036735077,.753570398955005,-.0906166263457966,1.68539048021018,.464862435228271,2.24591300997268,3.84331636252586,1.69828849192448,4.60549059504017,9.39543178720024,2.63630401094072,7.3263260311961,4.41300153377818,12.5579633093195,7.78100306968986
12070,61,16,1,4,2,-.8,-1.414,-1.025, ,-.478,-1.206,-1.625,-1.418,4.25,3.5,3.25, ,3.75,2.25,1.5,2.125,7.125,7,7.25, ,7,7.875,8.375,8.625,6.42857142857143,6.42857142857143,6.57142857142857, ,8.375,8.375,8.875,8.5,7.375,6.83333333333333,7.75, ,6.5,7,8.25,8,7.25,7.125,7.5, ,8.375,8,8.375,7.625,21.5,19.5,20,24,25,21,27,26,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-.303650575530125,-.739886359367438,-.727391978118551,.566854234561939,.684689227667858,-.518330278348586,1.30767841749086,.920845550464019,-.325293621427806,-.485466294394414,-.45363384700441,-.215070490154857,-.442828293814146,-.273598395089844,-.433145822630003,-.421557539315547,8.5,8,10,11,7.5,13,21,13,.341068429305263,.516858083433116,.794366529654712,.915984267700438,.152861399722742,1.1320662157262,2.89339849069248,1.08195193031876,4.09817471223494,6.24083486082571,4.63630401094072,5.78342711728097,4.09234461383393,11.1538392087454,6.96042277523201
12081,45,16,1,5,2,-1.61,-1.071,-1.484, , ,-.982,-1.225,-.739,2.57142857142857,3.375,3.75, , ,3.75,2.25,2.875,5,4.75,6, , ,5.375,4.875,4.625,7.14285714285714,7.14285714285714,6.42857142857143, , ,6.375,7.125,6.375,6.75,4.625,4, , ,4.875,5.125,4.25,7.625,8,7.5, , ,6,6.875,6.75,18,21.5,21.5, , ,27.5,21.5,23,0,0,0, , ,5,0,0,0,0, , ,0,0,0,-1.28901880991966,-.127855716491252,-.257020150072765, , ,1.4914297645204,-.553248561246131,-.0982840078491994,-.888441938843621,-.485466294394414,-.45363384700441, , ,.328149016479925,-.433145822630003,-.421557539315547,3.5,5.5,5, , ,14,1.5,3.5,-.687853089269271,-.0749227053716079,-.311862415345924, , ,1.31770734810061,-1.22291228725216,-.869780514766002,1.10549059504017,7.7457148822602,2.37148992496362, , ,.473375719376934,1.7008579960754
12082,33.75,15,1,1,2,-1.121, , , ,-1.147,-1.128,-1.439, ,3.5, , , ,2.375,3.75,3.5, ,7.375, , , ,7.625,7.25,6.57142857142857, ,6.42857142857143, , , ,5.75,5.125,6.125, ,7.75, , , ,6.125,6.25,5.875, ,7.375, , , ,6.875,6.625,6.125, ,19.5, , , ,18.5,19.5,20.5, ,0, , , ,0,0,0, , , , ,0,0,0, ,-.866718138038434, , , ,-1.17579745257374,-.982121057472199,-.891598921016493, ,-.888441938843621, , , ,-.442828293814146,-.424035247982286,-.433145822630003, ,1.5, , , ,3.5,3,7, ,-1.09942169669908, , , ,-.679141361625332,-.724345108017937,-.0619015550113644, ,.316640930980783,1.0089394712639, , ,1.16210127371313,3.05420053949175, 
12084,36.5,16,2,4,2,-.775,-1.176, ,-1.353,-.711,-.843,-.616, ,3.25,4.125, ,3.75,4.25,2.5,2.5, ,4,4, ,5.375,5.85714285714286,5.375,4.25, ,6.83333333333333,6.57142857142857, ,7.14285714285714,7.16666666666667,7.75,6.875, ,7.625,6.85714285714286, ,8.875,8.375,8.125,8, ,6.375,6.75, ,5.875,6.5,6.875,6.5, ,24,25,24.5,24.5,29.5,29.5,24,23.5,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,.40018387760526,.943197908542073,.683723506018807,.719221263256896,1.97271846783512,2.10981747001855,.292627338179773,.071570918536337,-.325293621427806,-.261614184551478,-.231341804146066,.0421649560319236,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,1.5,8,1.5,6,12,5.5,7,19,-1.09942169669908,.516858083433116,-1.08622267684637,-.0457734979367429,1.08886450623933,-.260242277081903,-.0619015550113644,2.3146250535302,.95009193880263,3.80490873500928,1.0918617530094,3.35961063162845,6.98635923391756,3.64631366908989,9.53578545926817
12086,13,16,2,5,2,1.57, , , , , , , ,6.25, , , , , , , ,4.125, , , , , , , ,5.57142857142857, , , , , , , ,6.625, , , , , , , ,6, , , , , , , ,23, ,19.5, , , , , ,0, , , , , , , , , , , , , , ,.118650096351106, ,-.884182587467147, , , , , ,-.888441938843621, , , , , , , ,1.5, ,3, , , , , ,-1.09942169669908, ,-.754353993346178, , , , , ,.809325048175553, ,1.05790870626643, , , , 
12089,61,16,1,2,2,.565,.194,-.032,-.964,-.545,.105,-.451,.042,6.25,3.75,4,2.875,2.75,3.625,3.375,3.25,5.71428571428571,6,5.75,6.5,6.875,6,6.5,6.375,6.28571428571429,6,5.71428571428571,7,7.75,7.125,7,6.875,6.75,6.875,5.875,6.71428571428571,7.875,6.875,7.375,7.14285714285714,6.5,6.375,6,6.625,6.375,5.875,5.875,6.375,21,18,18.5,17.5,19,18.5,20,20.5,1,0,0,0,0,4,0,0,0,0,0,0,0,0,4,-.444417466157202,-1.19890934152458,-1.19776380616434,-1.41391713847251,-1.03268309255516,-1.29131491022127,-1.06077410090167,-.947558639776881,-.606867780135713,-.485466294394414,-.45363384700441,-.472305936341638,-.442828293814146,.177712163587483,-.433145822630003,.930312013221592,11,2,3.5,0,3,8,6.5,12.5,.85552918859253,-.903415809698221,-.643731098846114,-1.19988281670136,-.783141706793842,.203860553854131,-.167447985215073,.979229170051146,5.2777912669214,3.35434254488936,1.15111809691783,-.706958569236253,.983658453722422,2.71961294954916,5.77622068011156
12094,58,16,1,4,2,-1.764, , , , , , , ,1.75, , , , , , , ,5.25, , , , , , , ,7.28571428571429, , , , , , , ,8.625, , , , , , , ,7.625, , , , , , , ,19, , , , , , , ,0, , , , , , , , , , , , , , ,-1.00748502866551, , , , , , , ,-.888441938843621, , , , , , , ,1.5, , , , , , , ,-1.09942169669908, , , , , , , ,.246257485667245, , , , , , 
12096,50.5,16,1,7,2,.415,.438,.049, ,.517,1.035,.636,.241,4.625,4.875,4.5, ,5,6,4.75,5.625,6,5.875,6.25, ,5.75,5.375,6.28571428571429,6.83333333333333,5.85714285714286,6.14285714285714,4.14285714285714, ,5.25,4.375,4.75,5.57142857142857,6.5,6.57142857142857,7.375, ,7.5,7.125,8.125,8.28571428571429,6.5,5.625,4.875, ,5.25,5,5.625,6.125,20.5,20.5, ,22,20.5,21,24,23.5,2,0, ,0,0,2,3,0,0, ,0,0,0,0,0,-.585184356784279,-.433871037929345, ,-.0426138802178904,-.603340012499402,-.518330278348586,.292627338179773,.071570918536337,-.325293621427806,-.485466294394414, ,-.472305936341638,-.442828293814146,-.123161542197401,.0849391680016252,-.421557539315547,5.5,6, ,19.5,6.5,15.5,23,19,-.276284481839457,.0434334523893368, ,2.55097246928364,-.0551392906142763,1.59616904666223,3.31558421150732,2.3146250535302,2.45740782160786,7.49083486082571, ,9.72869305989106,2.9483299937503,11.6463136690899,9.53578545926817
12098,53,16,2,1,2,-.508, , ,.853,.673,.869,-.041,.422,4.25, , ,5.125,2.75,4.375,2.875,3.5,5.75, , ,5.75,5.57142857142857,5.75,6.75,6.875,5.85714285714286, , ,6.14285714285714,7.125,4.875,7.75,6.875,5.875, , ,7.875,8.42857142857143,6.28571428571429,8,7.625,6.25, , ,5.875,4.875,5,6.57142857142857,6.125,24,22,28.5,28.5,22.5,25,24,20.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.40018387760526,.0251519442277943,1.93804838080757,1.93815749281655,-.030882572425064,.718445132647715,.292627338179773,-.947558639776881,-.325293621427806,-.485466294394414,-.45363384700441,-.472305936341638,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,16,0,0,2.5,6.5,1.5,6,3,1.88445070716706,-1.376840440742,-1.41809136034656,-.719003933882769,-.0551392906142763,-1.00280680657956,-.272994415418782,-.972503275033622,8.20009193880263,1.10922256632386,.969024190403785,2.21907874640828,3.23455871378747,3.14631366908989,1.02622068011156
12115,61,16,2,4,2,.812,1.001,.512,.85,.837,.903,.785,1.292,7.125,6.5,7,6.625,6.25,7,4.71428571428571,7.125,7.625,7.375,5.5,6.375,7,6.375,5.375,6.375,4.85714285714286,5.57142857142857,3.85714285714286,5.5,5.75,5.625,5.625,6.375,6.125,7.28571428571429,6.875,7.25,7.375,7.875,7.25,8,6.375,7.125,8.125,6.875,7.25,7.125,7.125,7.28571428571429,18,22,18.5,22.5,21.5,23,21.5,22.5,5,2,8,3,4,9,9,8,0,0,4,0,0,3,0,-1.28901880991966,.0251519442277943,-1.19776380616434,.109753148477067,-.317111292462233,.100057427149564,-.553248561246131,-.268138934234736,.519428854695918,-.0377620747085423,1.32470249586234,1.70866631078722,.457731744653411,.929896428049694,2.21660722305391,.876990413930002,2.5,3,6,2,11.5,7,12.5,5.5,-.893637392984178,-.666703494176332,-.0906166263457966,-.815179710446487,.984864161070817,.0182194214797175,1.09910917722943,-.458889473695525,.605490595040168,3.55002871357478,2.40111809691783,1.05487657423853,5.59144435376888,5.97337571937693,2.61593053288263
12121,44.5,16,1,2,2,.43, , , , , , , ,5.75, , , , , , , ,6.125, , , , , , , ,6.85714285714286, , , , , , , ,7.375, , , , , , , ,8, , , , , , , ,23, , , , , , , ,5, , , , , , , , , , , , , , ,.118650096351106, , , , , , , ,.519428854695918, , , , , , , ,8, , , , , , , ,.23817627744781, , , , , , , ,4.05932504817555, , , , , , 
12129,53,16,2,7,2,.034,-.039,.985,.705,.403,.915,.55, ,5.625,4,5,4.75,4.875,5.25,4.5, ,4.875,5.875,6,4.5,5.25,5,5.75, ,7.14285714285714,7.85714285714286,6.42857142857143,5.85714285714286,6.75,6.875,6.625, ,7.5,7.71428571428571,7.75,6.375,6.75,6.5,6.125, ,4.5,5.42857142857143,6.25,6,5.875,5.375,6.125, ,20,18.5,20.5,19,20.5,19,18.5,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.725951247411357,-1.04590168080553,-.570601368769956,-.956816052387634,-.603340012499402,-1.13671798384674,-1.56829964055722,-1.45712341893349,-.606867780135713,-.485466294394414,-.45363384700441,-.472305936341638,-.442828293814146,-.424035247982286,-.433145822630003,-.421557539315547,3.5,5.5,1.5,7,3.5,4.5,3,4.5,-.687853089269271,-.0749227053716079,-1.08622267684637,.146578055190693,-.679141361625332,-.445883409456316,-.906272996641034,-.664334994230764,1.38702437629432,1.68164100807663,.464699315615022,3.02159197380618,1.4483299937503,.715850179721392,1.52143829053326
12133,66,17,1,4,2,.168,.129,.098, ,-.174,-.176,-.253,-.284,5.125,4.75,4.75, ,3.75,4.375,4.625,4,6.25,5.25,5.25, ,5.875,5.625,5.5,5.625,4,4.71428571428571,5.14285714285714, ,6.875,6,5.875,5.625,6.75,6.875,6.25, ,7,6.875,6.25,6.25,7.375,5,5.875, ,7.375,6.375,6.25,6.125,16,19,18,16,21.5,17.5,19,22,0,3,0,0,0,2,1,2,0,0,0,0,0,0,0,-1.85208637242797,-.892894020086484,-1.35455441551293,-1.87101822455738,-.317111292462233,-1.60050876297035,-1.39912446067204,-.437993860620272,-.888441938843621,.186090035134394,-.45363384700441,-.472305936341638,-.442828293814146,-.123161542197401,-.260450825752794,-.0969205510041597,1.5,7,5.5,4.5,2, ,6,7,-1.09942169669908,.280145767911226,-.20123952084586,-.334300827627897,-.99114239713086, ,-.272994415418782,-.150721192892667,-.176043186213987,-1.60050876297035,2.07272279224353,1.31449088772131,.841444353768883,2.30043776966398,3.28100306968986
12135,23,15,2,5,2,.273,.601,-.268,.898,.24,.196,.845, ,3.875,6.375,7,5.875,6.875,6.75,7, ,5.5,5.75,6.875,7,8.25,6.375,5.25, ,7.28571428571429,6.42857142857143,7.71428571428571,7.57142857142857,7.875,5.25,5.125, ,8.375,6.28571428571429,7.75,7.25,8,5.5,5.625, ,6.125,4.75,7.25,6.125,7.375,6,5.625, ,26.5,23.5,20.5,19.5,24,24.5,25, ,0,0,0,0,0,3,5, ,0,0,0,0,0,4, ,1.10401833074065,.484174926384933,-.570601368769956,-.804449023692677,.398460507630689,.563848206273177,.630977697950135, ,-.888441938843621,-.485466294394414,-.45363384700441,-.472305936341638,-.442828293814146,.0272753106950407,1.89099326014141, ,2,3,3,7,5,6.5,10, ,-.996529544841631,-.666703494176332,-.754353993346178,.146578055190693,-.367140326119804,-.0746011447074893,.571377026210888, ,1.55200916537032,3.53192410313659,1.21469931561502,3.09777548815366,2.69923025381534,5.31548884897507, 
12153,50.5,16,2,5,2,.127,-.575,-.495,.348,.319,1.135,-.092,.36,5.625,6,6.5,6.875,5.25,7.25,5,5.75,3.5,4,5.875,5,4.5,4.375,6.125,5.5,4.42857142857143,4.71428571428571,4.71428571428571,5,4.5,6,4.75,5.5,7.25,6.625,6.875,5.875,6.875,6.625,7.25,6.625,7.125,7,7.25,7.5,7,7.375,6.875,7.5,25.5,26,28.5,21.5,25.5,26.5,32,28,8,0,0,0,3,9,5,4,0,0,0,0,3,4,0,.822484549486492,1.24921322998017,1.93804838080757,-.194980908912848,.827803587686443,1.18223591177133,2.99943021634267,1.60026525600616,1.36415133081964,-.485466294394414,-.45363384700441,-.472305936341638,.232591735036522,1.87962992308432,1.89099326014141,.227716437307227,9,14.5,8,15.5,11.5,6.5,22,14,.443960581162717,2.0554881343254,.351874951654458,1.7815662567739,.984864161070817,-.0746011447074893,3.1044913510999,1.287397450854,4.91124227474325,3.84111795588566,4.96902419040378,7.65250954554358,6.16390179384322,12.4997151081713,7.80013262800308
12158,57,16,2,8,2,-.249,-1.012,-.122,.848,1.282,.848,1.043, ,5.25,5.125,5.5,5.875,6.125,6,6, ,5,5.75,4.875,4.375,4.125,4.5,4.75, ,6.57142857142857,7.14285714285714,4.14285714285714,4.57142857142857,5.25,4.625,4.375, ,7.875,9,7.625,6.75,7.25,7.5,7.125, ,7.25,6.5,6,5.5,5.5,6.375,6, ,18,20.5,21.5,18.8,22.5,25,23.5,21,0,3,0,0,9,0,1,2,0,3,4,3,7,0,4,-1.28901880991966,-.433871037929345,-.257020150072765,-1.01776286386562,-.030882572425064,.718445132647715,.123452158294592,-.777703713391345,-.888441938843621,.186090035134394,.824837712630692,.936959972226878,2.62134689851059,1.79200957376517,-.260450825752794,1.25494900153298,1.5,13,6.5,8,13,5,13,5.5,-1.09942169669908,1.70041966104256,.0200062681542669,.338929608318129,1.29686519657635,-.35306284326911,1.20465560743314,-.458889473695525,.105490595040168,2.85922256632386,3.12148992496362,3.49111856806719,6.48455871378747,6.5617260791473,2.36114814330433
